delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost
DL00498,O01205,D091,V018,H08,20/12/2024 2:21,11:42.3,OnTime,8.6,0,0,3.75,2.93
DL00499,O01144,D053,V038,H01,07/02/2025 22:48,25:46.8,Delayed,10.41,0,0,3.5,10.6
DL00500,O00556,D017,V063,H02,01/09/2024 3:37,39:15.2,OnTime,6.73,1,0,3.72,11.11
DL00501,O01211,D114,V087,H06,12/11/2025 7:51,44:27.6,OnTime,9.66,0,0,4.47,15.25
DL00502,O01190,D114,V026,H03,24/11/2025 18:47,48:20.6,OnTime,9.61,3,0,3.78,6.03
DL00503,O00760,D154,V014,H07,14/03/2024 23:28,48:21.2,OnTime,12.95,0,0,3.97,10.7
DL00504,O00679,D023,V098,H08,15/11/2024 4:30,36:46.0,OnTime,6.55,1,0,5,12.11
DL00505,O00833,D170,V017,H08,05/05/2025 4:31,10:37.6,Failed,12,3,1,2.71,12.22
DL00506,O00094,D077,V079,H05,27/09/2024 3:56,59:08.8,Delayed,17.369999999999997,2,0,3.11,9.14
DL00507,O00396,D021,V030,H07,30/04/2025 0:13,,Delayed,15.18,2,0,2.53,10.76
DL00508,O00161,D015,V025,H03,19/08/2024 19:52,24:22.3,OnTime,12.14,0,0,4.66,14.06
DL00509,O00719,D116,V086,H01,04/01/2024 19:33,38:11.6,Delayed,16.37,0,0,1,11.37
DL00510,O00359,D057,V004,H01,17/08/2024 23:15,50:19.9,OnTime,12.07,0,0,4.04,18.19
DL00511,O01237,D123,V083,H05,30/12/2025 9:00,46:44.5,Delayed,9.94,0,0,1.37,10.76
DL00512,O00224,D040,V029,H07,22/05/2024 23:18,58:29.6,Delayed,8.4,3,1,3.51,11.49
DL00513,O00420,D168,V043,H02,25/01/2025 9:44,24:13.2,Delayed,12.02,0,0,3.75,18.86
DL00514,O01250,D165,V052,H03,28/06/2024 9:25,00:52.0,Delayed,10.32,3,0,2.35,7.89
DL00515,O00619,D130,V005,H04,01/09/2025 14:52,12:38.2,Failed,17.55,3,1,3.24,21
DL00516,O00337,D141,V117,H01,05/11/2024 6:45,55:42.2,Delayed,21.23,2,0,1.57,10.77
DL00517,O00509,D104,V088,H08,26/08/2024 19:01,33:26.4,OnTime,14.73,4,0,4.99,16.75
DL00518,O00984,D041,V024,H06,15/04/2025 0:21,48:27.3,OnTime,15.41,0,0,4.92,19.09
DL00519,O00446,D096,V065,H07,22/03/2025 14:42,54:23.8,OnTime,29.799999999999997,2,0,,10.84
DL00520,O00429,D055,V040,H01,09/03/2025 11:12,37:26.8,Delayed,3.14,1,0,3.03,11.42
DL00521,O00606,D038,V036,H08,17/10/2025 17:03,,Failed,5.35,2,0,2.51,7.1
DL00522,O00296,D129,V013,H04,10/01/2024 19:26,39:30.9,OnTime,10.01,0,0,4.54,8.94
DL00523,O00714,D026,V076,H01,26/05/2024 19:04,57:10.3,OnTime,2.39,1,0,4.12,8.78
DL00524,O00683,D130,V005,H07,01/05/2025 8:21,11:37.1,OnTime,16.66,2,0,4.83,17.68
DL00525,O00351,D038,V006,H01,22/04/2024 5:04,42:26.8,OnTime,28.2,2,0,4.04,19.16
DL00526,O01045,D068,V027,H06,26/08/2024 13:19,57:35.5,Delayed,12.18,0,0,4.34,10.18
DL00527,O00913,D108,V043,H07,05/04/2025 6:44,51:23.9,OnTime,20.7,1,0,4.58,16.49
DL00528,O00826,D033,V008,H03,06/04/2024 7:05,23:18.1,OnTime,24.17,2,0,4.66,20.91
DL00529,O00822,D088,V114,H06,01/09/2024 9:19,28:05.1,Failed,1.2,0,0,2.64,7.53
DL00530,O00756,D095,V042,H01,03/02/2025 18:06,39:56.8,Failed,30.51,2,0,2.54,19.5
DL00531,O00140,D163,V116,H04,03/03/2024 2:25,18:14.4,OnTime,13.95,0,0,3.95,16.65
DL00532,O00315,D009,V104,H02,25/12/2024 3:30,59:02.8,OnTime,16.49,1,0,4.55,10.37
DL00533,O00543,D135,V002,H08,18/07/2025 6:49,52:00.0,Failed,34.15,2,0,2.69,21.32
DL00534,O00816,D166,V069,H08,13/02/2025 20:53,48:17.7,OnTime,9.47,0,0,3.81,6.56
DL00535,O01058,D033,V094,H07,09/05/2025 0:57,20:23.9,OnTime,23.45,3,0,3.15,18.56
DL00536,O01184,D055,V030,H01,24/01/2025 15:02,26:40.9,Failed,7.04,2,0,1.07,14.06
DL00537,O00083,D153,V033,H07,23/10/2024 0:53,25:13.6,OnTime,30.51,1,0,3.67,9.75
DL00538,O00682,D141,V015,H07,05/10/2024 12:07,38:02.8,Delayed,8.55,0,1,2.66,3.46
DL00539,O01160,D067,V111,H03,13/05/2024 1:19,22:01.7,OnTime,13.52,0,0,4.95,10.35
DL00540,O00068,D008,V072,H04,13/10/2025 12:06,29:29.3,Delayed,16.2,2,0,3.21,16.04
DL00541,O01142,D022,V013,H04,07/11/2025 11:29,47:08.9,OnTime,6.68,1,0,3.89,8.98
DL00542,O00415,D125,V114,H02,27/06/2024 18:22,23:54.1,OnTime,7.18,0,0,4.19,5.99
DL00543,O00218,D102,V098,H03,15/09/2025 2:24,34:49.4,OnTime,12.01,0,0,5,5.87
DL00544,O00345,D154,V082,H08,04/10/2025 22:41,48:30.6,Delayed,13.93,2,0,3.17,8.53
DL00545,O01067,D113,V072,H04,16/06/2024 4:56,22:38.8,Delayed,12.43,0,0,5,13.31
DL00546,O00324,D095,V052,H04,06/08/2025 7:36,15:57.5,OnTime,8.95,2,0,4.11,10.57
DL00547,O00778,D014,V090,H05,07/10/2025 19:49,46:03.5,OnTime,11.03,0,0,4.93,14.38
DL00548,O00537,D132,V039,H05,25/06/2024 11:02,55:41.5,Failed,10.4,1,0,3.34,11.4
DL00549,O00476,D001,V094,H06,23/02/2024 6:45,45:22.1,OnTime,10.11,0,0,4.67,14.59
DL00550,O00572,D110,V065,H01,06/02/2025 21:04,38:52.1,OnTime,14.34,2,0,4.69,12.06
DL00551,O00448,D108,V114,H04,11/02/2025 16:05,11:25.1,OnTime,18.74,3,0,4.79,21.38
DL00552,O00298,D115,V010,H01,06/01/2025 7:28,41:48.8,OnTime,1.9,1,0,4.8,13.26
DL00553,O00491,D090,V066,H02,03/07/2024 16:22,00:56.7,OnTime,13.19,2,0,4.66,10.34
DL00554,O00709,D117,V086,H04,09/12/2025 4:47,45:16.2,OnTime,11.59,1,0,4.69,14.76
DL00555,O00839,D129,V013,H01,31/01/2024 20:31,49:48.7,OnTime,6.51,2,0,3.97,11.19
DL00556,O00702,D070,V030,H07,28/12/2024 22:07,26:56.3,OnTime,5.03,0,0,3.91,8.15
DL00557,O00781,D055,V027,H08,19/11/2024 14:07,38:27.7,OnTime,17.54,2,0,5,13.31
DL00558,O00142,D024,V011,H05,31/10/2024 20:22,32:26.5,Failed,14.64,1,0,1,18.56
DL00559,O00988,D131,V044,H05,17/11/2024 20:37,31:21.2,Failed,6.97,2,0,1.92,11.38
DL00560,O00077,D127,V120,H08,30/07/2025 7:48,13:33.0,OnTime,4.49,2,0,4.38,14.99
DL00561,O00086,D054,V005,H03,20/07/2024 6:42,20:25.5,OnTime,7.67,2,0,3.5,19.2
DL00562,O00746,D128,V113,H08,14/12/2024 10:47,16:25.4,OnTime,13.59,0,0,3.98,10.51
DL00563,O01238,D093,V045,H02,18/04/2025 5:35,48:55.5,OnTime,10.07,1,0,5,12.75
DL00564,O00824,D077,V120,H03,17/08/2024 23:23,25:18.8,OnTime,18.23,0,0,4.18,10.05
DL00565,O00344,D151,V022,H06,28/08/2024 8:16,17:14.2,OnTime,14.95,2,0,3.82,8.75
DL00566,O01226,D162,V082,H03,02/03/2025 6:49,57:14.2,OnTime,22.66,1,0,3.7,14.91
DL00567,O00918,D142,V051,H03,26/11/2024 6:40,20:28.1,OnTime,10.47,0,0,4.8,11.4
DL00568,O00244,D167,V082,H04,11/11/2024 9:39,,OnTime,11.52,0,0,5,9.33
DL00569,O00312,D066,V116,H01,07/11/2025 1:03,18:29.8,OnTime,20.95,1,0,4.56,19.6
DL00570,O00319,D017,V028,H08,22/01/2024 10:23,55:15.9,OnTime,20.67,1,0,5,9.88
DL00571,O00413,D003,V029,H01,01/04/2025 22:46,26:31.4,OnTime,23.53,3,0,4.5,14.49
DL00572,O00905,D002,V048,H08,04/09/2025 3:45,59:36.6,OnTime,8.35,3,0,3.96,11.45
DL00573,O01214,D118,V077,H02,07/05/2024 23:32,20:03.2,OnTime,7.3,1,0,5,14.05
DL00574,O00693,D048,V016,H05,08/11/2025 19:41,16:21.0,Failed,24.31,1,0,4.63,16.24
DL00575,O01177,D133,V105,H04,17/10/2024 4:35,22:26.5,OnTime,12.03,2,0,4.05,10.65
DL00576,O00483,D133,V021,H08,17/11/2024 1:34,32:58.0,Failed,13.83,1,0,5,16.98
DL00577,O00973,D108,V043,H05,12/01/2024 21:57,09:43.6,OnTime,21.03,1,0,3.86,12.99
DL00578,O00115,D032,V108,H06,21/02/2024 8:24,09:53.1,OnTime,11.09,0,0,4.55,7.9
DL00579,O00168,D103,V115,H03,11/06/2025 6:05,51:41.3,Delayed,14.98,1,0,3.78,8.97
DL00580,O00063,D026,V066,H04,13/07/2025 6:28,43:18.2,OnTime,15.1,1,0,4.99,17.2
DL00581,O00995,D139,V062,H01,09/08/2024 8:49,03:16.6,OnTime,12.14,4,0,3.48,16.92
DL00582,O00765,D024,V091,H05,13/07/2024 4:34,33:48.0,Failed,19.38,2,0,2.4,22.61
DL00583,O00064,D015,V098,H01,14/10/2025 8:48,55:17.2,OnTime,14.6,1,0,4.53,6.16
DL00584,O00588,D043,V103,H05,03/06/2024 13:36,45:41.1,OnTime,23.9,1,0,3.7,12.24
DL00585,O00132,D149,V049,H01,22/01/2025 10:55,42:49.5,Delayed,1.2,1,0,3.52,10.18
DL00586,O01037,D076,V114,H03,28/04/2025 7:18,44:30.2,OnTime,15.54,0,0,3.51,12.03
DL00587,O00182,D166,V009,H01,12/01/2024 10:05,52:41.4,OnTime,4.98,1,0,4.15,3.57
DL00588,O00896,D131,V026,H06,29/06/2024 21:53,00:23.5,Failed,10.09,1,0,3.18,11.57
DL00589,O00940,D141,V102,H01,26/10/2025 7:53,11:25.2,Delayed,21.39,1,0,1.93,16.86
DL00590,O00229,D112,V017,H07,31/08/2024 5:34,45:46.7,Delayed,7.56,4,0,3.44,12.03
DL00591,O00792,D087,V057,H01,02/02/2025 7:06,27:14.3,OnTime,11.26,1,0,3.22,8.22
DL00592,O00526,D146,V001,H04,19/01/2024 17:17,32:43.8,OnTime,17.21,2,0,4.58,20.05
DL00593,O01174,D110,V058,H03,21/11/2024 9:11,20:13.0,OnTime,10.76,3,0,5,11.92
DL00594,O00267,D045,V064,H05,16/01/2024 23:13,42:18.4,OnTime,32.25,0,0,4.02,20.99
DL00595,O01243,D139,V021,H01,10/09/2025 11:13,20:03.7,OnTime,9.13,2,0,4.84,13.68
DL00596,O00427,D102,V065,H06,21/06/2025 23:24,57:52.4,OnTime,16.37,0,0,4.1,8.58
DL00597,O00428,D049,V043,H07,31/03/2024 6:54,32:00.0,OnTime,1.2,0,0,4.12,3.74
DL00598,O00753,D056,V032,H02,18/01/2025 5:04,33:32.2,OnTime,40.68,1,0,4.66,18.96
DL00599,O01150,D133,V112,H01,20/02/2025 6:18,36:40.7,OnTime,7.34,0,0,5,4.99
DL00600,O01099,D039,V114,H07,05/04/2024 23:46,09:46.3,OnTime,10.4,1,0,3.91,11.24
DL00601,O00538,D166,V091,H08,05/04/2025 17:41,25:34.8,OnTime,8.52,1,0,3,10.47
DL00602,O00318,D157,V009,H03,17/08/2024 1:09,45:54.7,Delayed,7.02,1,1,2.86,11.51
DL00603,O00194,D069,V082,H05,16/03/2024 9:13,57:08.0,OnTime,15.77,2,0,4.17,17.07
DL00604,O00294,D064,V111,H07,05/01/2025 17:44,37:29.6,OnTime,20.21,1,0,4.67,17.56
DL00605,O00200,D093,V052,H02,26/01/2024 11:06,50:01.0,OnTime,17.8,0,0,4.59,9.58
DL00606,O00012,D075,V112,H04,16/01/2024 13:32,32:34.3,OnTime,13.39,0,0,4.12,13.11
DL00607,O00473,D119,V059,H01,11/09/2024 14:41,15:00.0,OnTime,1.35,0,0,4.72,7.33
DL00608,O00357,D143,V042,H01,28/12/2024 16:27,28:21.2,OnTime,9.33,2,0,4.24,8.18
DL00609,O00934,D062,V053,H01,29/06/2024 6:33,14:24.2,Failed,17.27,3,0,2.25,9.71
DL00610,O00259,D055,V050,H05,09/09/2025 11:34,09:42.8,OnTime,20.47,2,0,5,11.93
DL00611,O00243,D117,V020,H05,08/03/2024 5:50,35:20.7,OnTime,12.23,1,0,3.99,12.18
DL00612,O00327,D166,V022,H07,05/12/2024 3:28,46:56.7,OnTime,8.47,1,0,4.42,13.57
DL00613,O00361,D102,V020,H04,16/01/2024 11:16,11:31.4,OnTime,14.31,2,0,4.93,15.26
DL00614,O00179,D087,V104,H03,25/07/2024 18:39,26:50.0,OnTime,12.03,4,0,3.86,10.54
DL00615,O00627,D074,V069,H08,22/04/2025 20:08,23:08.5,Delayed,7.97,2,0,,13.12
DL00616,O01068,D041,V081,H08,10/04/2025 22:22,25:01.4,Delayed,13.75,0,0,2.32,14.94
DL00617,O01023,D030,V045,H04,04/11/2024 0:22,37:02.5,OnTime,13.63,0,0,4.33,8.71
DL00618,O01159,D046,V024,H06,26/07/2024 2:15,53:29.7,OnTime,14.66,2,0,4.62,9.48
DL00619,O00589,D146,V070,H08,23/05/2024 6:26,08:02.7,Failed,9.01,0,0,3.44,9.46
DL00620,O00642,D117,V098,H04,28/06/2024 3:31,36:27.3,OnTime,11.79,0,0,5,14.82
DL00621,O00838,D044,V110,H07,25/01/2025 0:38,06:47.1,OnTime,7.52,1,0,5,14.56
DL00622,O00939,D036,V097,H04,24/01/2025 2:51,54:04.1,OnTime,12.19,1,0,5,10
DL00623,O00751,D166,V120,H03,26/06/2024 3:25,03:25.1,OnTime,9.76,2,0,3.82,11.28
DL00624,O00486,D110,V098,H02,12/08/2024 17:01,38:04.6,OnTime,19.21,0,0,,15.84
DL00625,O00980,D098,V022,H04,25/11/2024 23:32,30:09.1,Delayed,19.05,1,1,1.83,20.54
DL00626,O00088,D082,V085,H05,14/06/2024 11:04,38:34.9,OnTime,18.51,1,0,4.57,17.13
DL00627,O00695,D142,V108,H06,19/03/2024 10:09,51:55.0,OnTime,10.41,0,0,4.25,17.46
DL00628,O00166,D115,V095,H03,30/05/2025 18:43,40:46.6,Delayed,10.81,1,0,4.06,11.58
DL00629,O00987,D057,V031,H08,23/05/2024 8:59,48:42.9,OnTime,14,1,0,3.96,7.1
DL00630,O00342,D153,V004,H08,13/11/2025 0:22,27:35.3,OnTime,13.33,0,0,3.97,5.52
DL00631,O01083,D124,V090,H01,05/05/2025 10:46,19:38.5,Delayed,13.35,1,0,2.82,10.41
DL00632,O00498,D076,V084,H07,28/10/2024 8:11,29:17.7,Delayed,13.26,0,0,1.74,14.75
DL00633,O00272,D127,V047,H05,11/12/2024 6:48,20:32.1,OnTime,11.86,2,0,4.06,13.31
DL00634,O00245,D077,V032,H02,08/08/2025 19:33,46:51.0,Delayed,11.96,1,0,2.3,9.41
DL00635,O00516,D053,V062,H06,08/06/2024 22:52,32:45.4,Failed,13.35,1,0,3.18,14.1
DL00636,O00880,D054,V104,H04,24/08/2024 19:54,15:28.9,OnTime,10.04,2,0,3.89,13.35
DL00637,O01069,D011,V046,H08,25/08/2025 3:45,09:57.4,OnTime,7.12,0,0,3.8,8.9
DL00638,O00749,D091,V045,H05,14/08/2025 20:13,31:39.0,Delayed,14.19,0,0,4.22,10.35
DL00639,O00090,D053,V073,H07,23/10/2024 6:26,29:56.1,OnTime,9.72,0,0,4.45,16.68
DL00640,O00840,D119,V093,H08,28/03/2024 19:02,58:27.5,OnTime,11.78,2,0,5,10.44
DL00641,O00955,D092,V010,H01,04/01/2025 17:23,38:24.5,Failed,10.48,0,0,2.54,13.58
DL00642,O00212,D153,V024,H07,04/01/2025 23:50,23:43.9,OnTime,20.42,1,0,4.48,14.05
DL00643,O00926,D114,V047,H02,03/07/2024 2:35,53:51.4,OnTime,13.71,2,0,4.5,15.88
DL00644,O00585,D097,V119,H01,25/02/2025 14:04,40:11.7,Failed,6.36,0,0,3.11,13.31
DL00645,O00158,D129,V090,H02,11/07/2024 17:47,44:12.7,Failed,6.06,2,0,2.77,13.29
DL00646,O00707,D023,V100,H06,10/11/2024 6:33,57:20.6,OnTime,8.31,0,0,4.38,4.79
DL00647,O00550,D067,V001,H02,19/01/2025 2:17,38:11.2,OnTime,8.7,1,0,4.52,10.41
DL00648,O00551,D143,V045,H02,16/06/2024 13:01,08:30.3,OnTime,9.21,0,0,4.43,14.38
DL00649,O00110,D075,V073,H01,23/08/2024 13:10,46:36.2,OnTime,9.4,1,0,5,12.55
DL00650,O00106,D097,V035,H01,29/11/2025 6:15,03:53.8,OnTime,8.16,0,0,4.26,11.01
DL00651,O00107,D090,V022,H04,14/11/2024 1:39,26:39.1,Delayed,6.01,1,0,3.71,9.58
DL00652,O00928,D129,V028,H07,28/02/2024 14:26,02:52.2,OnTime,14.7,1,0,3.65,7.18
DL00653,O00076,D043,V096,H04,25/12/2025 5:43,29:42.6,Delayed,12.43,3,0,2.71,13.03
DL00654,O00897,D078,V057,H04,21/09/2025 21:38,,Failed,17.42,0,0,2.92,13.13
DL00655,O01222,D156,V042,H08,10/09/2025 3:29,38:01.8,OnTime,12.34,1,0,4.66,3.15
DL00656,O00747,D134,V089,H03,05/08/2025 9:12,00:15.2,OnTime,15.27,0,0,,12.29
DL00657,O00674,D145,V072,H01,11/08/2025 17:47,13:33.1,Failed,14.98,2,0,1.95,17.49
DL00658,O01123,D001,V073,H04,31/01/2024 7:38,27:27.9,Failed,6.23,1,0,4.41,6.01
DL00659,O00308,D046,V082,H02,28/03/2025 16:40,35:29.9,OnTime,34.92,2,0,4.31,16.73
DL00660,O00016,D008,V001,H02,29/07/2025 13:52,01:03.0,OnTime,16.1,2,0,3.36,14.03
DL00661,O01038,D145,V067,H03,01/12/2024 1:45,12:26.0,OnTime,19.41,2,0,4.41,17.61
DL00662,O00365,D118,V013,H03,11/01/2024 13:00,14:42.4,OnTime,21.14,0,0,4.62,16.89
DL00663,O00865,D017,V070,H03,22/03/2024 1:14,15:39.5,OnTime,15.24,1,0,3.19,16.61
DL00664,O00430,D152,V027,H07,15/01/2025 3:49,16:09.6,Failed,20.64,1,1,3.36,25.46
DL00665,O00268,D124,V100,H03,29/01/2024 8:37,14:11.3,Delayed,20.03,3,1,2.49,15.01
DL00666,O00350,D055,V066,H05,20/11/2024 4:37,18:52.3,OnTime,5.38,0,0,4.67,10.56
DL00667,O01088,D049,V087,H08,02/12/2024 12:50,12:08.9,OnTime,9.91,1,0,4.8,13.21
DL00668,O01140,D107,V018,H05,26/09/2025 1:35,09:15.4,OnTime,19.54,0,0,4.57,16.84
DL00669,O01235,D039,V001,H08,01/06/2025 3:54,41:07.9,OnTime,15.65,0,0,3.31,12.4
DL00670,O01248,D098,V006,H04,30/08/2024 19:26,46:01.4,OnTime,11.65,1,0,4.28,17.56
DL00671,O00005,D054,V073,H03,17/02/2025 20:23,05:00.0,OnTime,16.01,1,0,4.38,13.53
DL00672,O00017,D108,V030,H02,27/05/2025 11:38,21:51.6,OnTime,35.33,5,0,4.94,19.77
DL00673,O00651,D125,V047,H03,29/09/2024 10:51,22:58.2,OnTime,13.26,0,0,4.71,11.92
DL00674,O00456,D005,V078,H01,16/01/2024 4:57,20:05.0,OnTime,12.96,1,0,4.96,8.1
DL00675,O00436,D120,V008,H07,29/01/2025 18:44,32:00.0,OnTime,23.299999999999997,3,0,3.5,13.77
DL00676,O00515,D033,V027,H05,03/02/2024 12:39,14:23.6,OnTime,3.67,1,0,3.87,10.33
DL00677,O00528,D001,V036,H03,13/10/2024 11:51,30:51.4,OnTime,18.36,2,0,3.82,10.56
DL00678,O00441,D133,V119,H07,01/04/2025 12:54,37:24.7,OnTime,8.13,0,0,4.29,6.46
DL00679,O01122,D008,V098,H04,06/10/2025 7:57,15:06.2,Delayed,1.2,2,0,2.15,12.25
DL00680,O01148,D064,V056,H04,19/11/2024 6:45,09:27.8,OnTime,12.17,0,0,4.49,8.14
DL00681,O01197,D046,V033,H01,27/01/2024 2:16,15:53.2,Delayed,13.28,0,0,1.97,18.74
DL00682,O00264,D039,V004,H08,12/08/2025 12:49,08:01.7,OnTime,11.86,0,0,5,14.2
DL00683,O00560,D102,V008,H03,05/08/2025 18:41,14:19.5,Delayed,21.04,0,0,2.52,19.01
DL00684,O00986,D026,V027,H08,06/02/2024 11:40,38:29.7,Delayed,12.6,1,1,3.71,10.36
DL00685,O00113,D002,V042,H03,12/02/2024 5:54,59:20.7,Failed,10.66,1,0,2.68,10.8
DL00686,O00523,D083,V002,H08,04/11/2025 8:01,17:37.4,OnTime,24.04,3,0,5,12.99
DL00687,O00328,D168,V072,H06,12/09/2024 7:45,31:07.1,OnTime,16.38,2,0,5,15.23
DL00688,O00385,D117,V068,H03,24/10/2025 17:08,53:05.7,OnTime,17.58,0,0,4.16,13.79
DL00689,O00165,D087,V048,H07,16/03/2024 15:57,28:39.2,OnTime,16.14,1,0,4.14,18.83
DL00690,O00129,D167,V096,H01,12/12/2024 5:16,27:02.1,Failed,17.64,0,0,2.59,15.08
DL00691,O00022,D055,V091,H01,20/04/2025 21:40,33:54.6,Delayed,4.45,0,0,4.36,13.49
DL00692,O00176,D093,V100,H07,15/04/2025 11:14,40:03.1,OnTime,14.91,0,0,3.65,16.9
DL00693,O00154,D137,V063,H03,20/08/2024 6:10,47:35.3,Delayed,13.63,0,0,2.62,11.31
DL00694,O00457,D087,V038,H05,31/03/2024 9:26,43:50.3,Failed,14.66,0,1,1.68,13.68
DL00695,O00195,D017,V067,H06,02/06/2024 20:32,47:53.3,Delayed,18.13,1,0,3.49,16.69
DL00696,O01210,D016,V035,H07,01/04/2025 13:32,43:32.0,OnTime,4.73,2,0,3.18,11.48
DL00697,O00117,D010,V080,H06,10/06/2024 11:21,34:18.1,OnTime,13.19,1,0,5,10.04
DL00698,O00882,D101,V092,H07,01/09/2024 12:12,24:02.7,Failed,10.97,0,0,3.6,15.95
DL00699,O00388,D133,V091,H02,07/10/2025 0:43,23:12.3,OnTime,13.59,1,0,4.11,13.94
DL00700,O00027,D099,V115,H06,26/02/2025 2:22,50:34.9,OnTime,8.6,1,0,5,9.3
DL00701,O00440,D077,V084,H08,03/12/2024 3:36,00:24.4,Failed,12.65,0,0,5,10.83
DL00702,O00143,D104,V086,H06,07/03/2025 13:02,13:35.3,OnTime,18.33,2,0,4.86,10.36
DL00703,O01098,D136,V020,H06,24/04/2025 9:34,44:51.8,Delayed,11.16,1,0,2.82,12.56
DL00704,O01009,D058,V084,H08,01/06/2024 6:49,25:55.0,OnTime,1.84,0,0,4.35,5.9
DL00705,O00084,D010,V061,H03,13/05/2025 8:46,31:07.4,Failed,15.18,2,0,4.04,12.68
DL00706,O00625,D164,V117,H08,12/07/2025 6:16,40:23.0,OnTime,15.14,0,0,4.37,11.27
DL00707,O00514,D022,V013,H02,12/11/2025 8:13,49:00.0,OnTime,9.89,1,0,4.15,16.04
DL00708,O00323,D089,V035,H07,01/11/2024 15:56,54:40.4,OnTime,7.15,1,0,4.49,3.79
DL00709,O00580,D125,V020,H02,12/02/2024 7:41,11:17.2,Delayed,14.43,1,1,4.39,8.47
DL00710,O00262,D116,V119,H06,28/02/2024 6:22,32:37.3,OnTime,1.39,2,0,4.12,12.47
DL00711,O00484,D028,V120,H08,10/03/2024 14:43,39:05.4,OnTime,16.19,3,0,3.77,8.83
DL00712,O01056,D134,V012,H07,20/12/2024 0:40,07:55.4,Delayed,11.83,1,0,4.95,3.1
DL00713,O00728,D044,V039,H03,21/10/2024 6:15,27:26.2,OnTime,21.4,0,0,4.63,26.99
DL00714,O00078,D140,V110,H04,06/10/2025 5:23,04:38.4,OnTime,10.21,0,0,4.53,20.77
DL00715,O00621,D148,V098,H02,15/05/2025 19:44,03:00.8,Delayed,37.21,2,0,4.05,18.77
DL00716,O00221,D158,V074,H08,06/10/2024 5:06,10:08.4,OnTime,3.43,1,0,3.66,8.24
DL00717,O00530,D106,V016,H01,31/03/2024 8:10,23:04.2,Delayed,28.07,3,0,4.26,17.52
DL00718,O00945,D067,V081,H01,10/11/2025 15:32,12:24.1,Delayed,9.2,0,0,2.3,15.84
DL00719,O00138,D124,V020,H08,02/10/2025 7:02,15:45.8,Delayed,16.1,1,0,3.88,18.38
DL00720,O01179,D097,V102,H06,13/10/2025 21:10,32:17.3,Delayed,9.37,1,0,3,9.84
DL00721,O00742,D086,V017,H04,27/08/2025 17:58,37:04.7,Delayed,29.21,1,0,3.51,23.07
DL00722,O00289,D097,V083,H04,24/08/2024 2:33,27:20.6,OnTime,16.76,0,0,4.24,19.9
DL00723,O00477,D050,V108,H03,29/10/2025 14:40,19:52.5,Delayed,6.67,2,1,3.25,17.41
DL00724,O00024,D003,V042,H01,10/10/2024 7:43,21:10.4,OnTime,17.9,0,0,4.76,14.39
DL00725,O01115,D140,V094,H06,29/11/2025 0:00,20:28.0,Failed,13.65,1,0,2.1,12.34
DL00726,O00085,D045,V023,H03,02/03/2024 9:54,02:36.7,OnTime,14.37,0,0,5,2.5
DL00727,O00520,D164,V080,H08,07/07/2024 13:40,11:10.4,Delayed,5.25,0,0,3.43,3.23
DL00728,O00951,D128,V093,H01,30/04/2024 16:16,12:49.3,Delayed,11.96,0,1,4.54,8.65
DL00729,O00638,D004,V060,H04,26/05/2025 13:22,18:46.5,OnTime,5.33,1,0,4.2,9.65
DL00730,O00191,D170,V025,H05,02/04/2025 3:32,46:58.7,OnTime,8.68,1,0,4.06,5.48
DL00731,O00386,D158,V042,H05,16/12/2024 21:08,02:20.5,Failed,18.68,3,1,3.05,12.76
DL00732,O00748,D024,V076,H01,23/07/2025 6:45,06:33.8,Failed,11.16,1,0,3.55,15.34
DL00733,O00252,D009,V114,H03,10/03/2024 16:48,13:36.7,OnTime,21.06,0,0,3.48,18.64
DL00734,O00317,D106,V089,H02,19/01/2025 23:25,14:31.7,OnTime,12.54,0,0,3.99,12.79
DL00735,O00190,D150,V082,H01,28/12/2024 8:40,08:00.0,OnTime,13.27,0,0,3.68,10.58
DL00736,O00732,D123,V100,H02,05/06/2025 11:32,00:13.3,Failed,13.5,0,0,2.19,13.81
DL00737,O00247,D146,V015,H01,13/07/2024 21:14,35:31.7,OnTime,15.68,1,0,4.03,10.54
DL00738,O01163,D071,V022,H06,10/09/2024 1:38,25:27.4,Delayed,7.16,0,0,3.63,8.91
DL00739,O00644,D087,V078,H08,03/11/2025 10:33,52:43.4,Delayed,7.6,1,0,3.28,15.7
DL00740,O00889,D029,V021,H02,24/02/2024 23:01,20:53.8,OnTime,15.64,0,0,3.98,11.85
DL00741,O00689,D113,V091,H01,29/09/2025 16:16,27:15.7,Delayed,15.66,1,0,1.65,8.71
DL00742,O00326,D056,V033,H06,03/11/2024 10:06,59:58.2,Delayed,13.55,0,1,2.51,15.1
DL00743,O00171,D158,V083,H03,01/05/2025 3:28,30:56.6,OnTime,33.769999999999996,0,0,5,13.64
DL00744,O00899,D052,V062,H06,04/02/2025 9:43,30:54.8,Delayed,25.36,5,0,1.64,13.11
DL00745,O00333,D092,V072,H07,25/03/2025 6:36,16:54.9,Failed,11.35,0,0,4.29,13.37
DL00746,O00431,D002,V097,H02,29/03/2025 13:29,02:43.5,OnTime,14.4,1,0,3.32,11.96
DL00747,O00482,D008,V085,H08,10/11/2025 4:00,22:40.6,OnTime,15.25,1,0,4.27,12.88
