event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag
AE00620,C0017,O01083,02/08/2025 12:06,track_order,S69072,Android,North,448,1
AE00621,C0141,O01114,30/10/2025 17:01,delivery_instruction_update,S54683,Android,EAST,778,1
AE00622,C0052,,31/05/2024 16:42,eta_refresh,S48972,iOS,North,440,1
AE00623,C0168,O00809,04/01/2025 7:15,track_order,S80005,Android,Airport,444,1
AE00624,C0214,O00374,27/06/2025 6:15,delivery_instruction_update,S81380,iOS,Airport,1285,1
AE00625,C0650,O00427,18/08/2024 13:02,search_route,S41166,Android,SOUTH,333,1
AE00626,C0159,O00492,29/09/2024 13:26,track_order,S38639,Android,West,414,1
AE00627,C0357,,25/11/2024 2:30,search_route,S10635,Web,North,225,1
AE00628,C0264,O00101,06/05/2025 6:56,eta_refresh,S90532,Android,EAST,462,1
AE00629,C0412,O01113,29/08/2025 10:33,track_order,S17041,Android,WEST,211,1
AE00630,C0161,O00372,18/06/2025 6:26,chat_opened,S53370,iOS,SOUTH,60,1
AE00631,C0106,O00340,03/04/2024 16:30,chat_escalated,S75165,iOS,SOUTH,313,1
AE00632,C0459,O00658,03/10/2024 1:10,chat_opened,S57477,Android,SOUTH,283,1
AE00633,C0298,O00533,22/07/2024 5:38,delivery_instruction_update,S42849,Web,NORTH,242,1
AE00634,C0240,,13/02/2024 14:15,chat_escalated,S33275,Android,Riverside,398,0
AE00635,C0175,O00485,04/09/2025 14:17,delivery_instruction_update,S65669,iOS,North,245,1
AE00636,C0431,O00575,07/12/2025 1:24,chat_opened,S12829,Web,South,172,1
AE00637,C0550,O01112,22/05/2024 7:43,search_route,S63179,Web,CENTRAL,535,1
AE00638,C0184,O01227,08/09/2024 23:22,eta_refresh,S73176,Android,EAST,758,1
AE00639,C0191,O00991,06/01/2025 7:47,eta_refresh,S77218,Android,Ctr,223,1
AE00640,C0182,,15/04/2025 23:12,track_order,S76489,iOS,Central,449,1
